business_id	positive	negative	name	city	stars	review_count	categories	positive_frac	negative_frac
bgvm73MMjC2f5qo_RgXOXg	183	53	b'Halcyon'	Charlotte	4.0	237	['Bars', 'American (New)', 'Diners', 'Cocktail Bars', 'Nightlife', 'Tapas/Small Plates', 'Modern European', 'Restaurants']	0.7721518987341772	0.22362869198312235
bm_PGQMGMjylitqkNIEzTw	238	119	b'Vivace'	Charlotte	3.5	358	['Restaurants', 'Italian', 'Tapas/Small Plates']	0.664804469273743	0.3324022346368715
buacGSEw8yLGJo8g-i02wg	229	104	b'Pisces Sushi Bar & Lounge'	Charlotte	4.0	333	['Restaurants', 'Japanese', 'Seafood', 'Sushi Bars']	0.6876876876876877	0.3123123123123123
bzbNGyrTwWHAgg1CqkSgeg	361	123	"b""Stewart Penick's Terrace - SouthPark"""	Charlotte	4.0	484	['French', 'Restaurants', 'Cafes', 'Southern', 'Irish', 'Breakfast & Brunch', 'American (Traditional)', 'Food', 'American (New)', 'Comfort Food', 'Desserts']	0.7458677685950413	0.25413223140495866
c-l4nDPZcEwapEiV-Xf08w	147	64	b'Ilios Noche'	Charlotte	4.0	211	['Italian', 'Greek', 'Mediterranean', 'Restaurants']	0.6966824644549763	0.3033175355450237
c4KXpCou6HBOgfKp2z2_hw	198	97	"b""Stewart Penick's Terrace - Ballantyne"""	Charlotte	3.5	295	['Southern', 'American (New)', 'Breakfast & Brunch', 'Restaurants', 'Cafes', 'Comfort Food']	0.6711864406779661	0.3288135593220339
c6-5RCj8FtV-m1aHz4wnmQ	135	47	b'Saigon Palace'	Charlotte	4.0	181	['Vietnamese', 'Restaurants']	0.7458563535911602	0.2596685082872928
c9SKd0bIR6nNzXOVCbOi_A	183	93	b'IKEA'	Charlotte	3.5	276	['Home & Garden', 'Furniture Stores', 'Kitchen & Bath', 'Shopping', 'Home Decor']	0.6630434782608695	0.33695652173913043
cwCLcQns_SSExsBCzWNQDA	162	107	b'Phat Burrito'	Charlotte	3.5	268	['Tex-Mex', 'Mexican', 'Restaurants']	0.6044776119402985	0.39925373134328357
d8lmIZIqmBC9oPM8y1dc7Q	349	100	"b""Paco's Tacos & Tequila"""	Charlotte	4.0	450	['Nightlife', 'Tex-Mex', 'Bars', 'Restaurants', 'Mexican', 'Tacos']	0.7755555555555556	0.2222222222222222
e9sB72njxz87r5TL6kG-Fw	293	114	b'Cowbell Burger & Whiskey Bar'	Charlotte	4.0	408	['Burgers', 'Whiskey Bars', 'Bars', 'Restaurants', 'Nightlife']	0.7181372549019608	0.27941176470588236
eAZqT24e0Pk8apWzy3RsAQ	319	84	"b""McKoy's Smokehouse & Saloon"""	Charlotte	4.0	402	['Chicken Wings', 'Restaurants', 'Barbeque', 'Southern']	0.7935323383084577	0.208955223880597
eZDXz_RylvdD0tHEA8I0NA	279	79	b'New Zealand Cafe'	Charlotte	4.0	358	['Restaurants', 'Sushi Bars', 'Seafood', 'Asian Fusion']	0.7793296089385475	0.2206703910614525
f12Zv1B9crmSW58iyTR_mA	140	61	b'Midwood Smokehouse'	Charlotte	4.0	201	['Food', 'Restaurants', 'Barbeque', 'Smokehouse']	0.6965174129353234	0.3034825870646766
fJqY-E3adwx7LLozV1TfFA	171	66	b'Eez Fusion Grille & Sushi Bar'	Huntersville	4.0	237	['Restaurants', 'Sushi Bars', 'Thai']	0.7215189873417721	0.27848101265822783
fzRxHv7XnnDqTmX25tVbJg	98	185	b'Taco Mac'	Charlotte	2.5	283	['American (Traditional)', 'Nightlife', 'Chicken Wings', 'Sports Bars', 'Bars', 'Restaurants', 'American (New)']	0.3462897526501767	0.6537102473498233
g-E12y45gBKedax5N20YmQ	147	43	b'The Burrito Factory'	Charlotte	4.0	190	['Mexican', 'Tex-Mex', 'Restaurants']	0.7736842105263158	0.22631578947368422
gChmBjLSe3qa8rzEngoDLQ	212	260	b'Fahrenheit'	Charlotte	3.0	472	['American (New)', 'Restaurants', 'Pizza', 'Salad']	0.4491525423728814	0.5508474576271186
gGt00WW8sNY2Sop7jYa7Tw	222	71	b'Bakersfield East Blvd'	Charlotte	4.0	293	['Food', 'Ethnic Food', 'Nightlife', 'Tex-Mex', 'Mexican', 'Specialty Food', 'Restaurants', 'Bars']	0.757679180887372	0.24232081911262798
gJttMZnv0Gy9OlLhNzPbQQ	101	113	b'Little Spoon'	Charlotte	3.5	214	['Restaurants', 'American (New)', 'Breakfast & Brunch', 'Sandwiches']	0.4719626168224299	0.5280373831775701
gOOdzjVxP7Z7bGjsstRjcw	168	54	b'Flying Saucer Draught Emporium'	Charlotte	4.0	222	['Sandwiches', 'American (Traditional)', 'Pubs', 'Nightlife', 'Bars', 'Restaurants']	0.7567567567567568	0.24324324324324326
gwd1W_0Mgzqo3QxgXrt16Q	118	119	"b""RuRu's Tacos + Tequila"""	Charlotte	3.5	237	['Tex-Mex', 'Nightlife', 'Restaurants', 'Mexican', 'Bars', 'Cocktail Bars']	0.4978902953586498	0.5021097046413502
h6f3QbR0n0fpS2Tu9MJJTw	224	59	b'Viet-Thai Noodle House'	Charlotte	4.0	283	['Vietnamese', 'Thai', 'Noodles', 'Restaurants']	0.7915194346289752	0.20848056537102475
hVLFDDA31wYm3Jjz3w74GA	131	73	"b""Duckworth's Grill & Taphouse"""	Charlotte	3.5	204	['Nightlife', 'Beer Gardens', 'Restaurants', 'Food', 'American (Traditional)', 'Beer', 'Wine & Spirits']	0.6421568627450981	0.35784313725490197
hcjnOtiW7Bdym3-7PaLUzA	232	57	b'Le Kebab Grill'	Charlotte	4.0	289	['Halal', 'Middle Eastern', 'Sandwiches', 'Mediterranean', 'Restaurants']	0.8027681660899654	0.1972318339100346
hggVnGwA5042-ABxqeJX-A	428	63	b'Good Food on Montford'	Charlotte	4.5	488	['Nightlife', 'Bars', 'Tapas Bars', 'Tapas/Small Plates', 'Cocktail Bars', 'American (New)', 'Restaurants']	0.8770491803278688	0.1290983606557377
iJpTpE9A8WDWvUlvUcFZuA	122	64	b'Brio Coastal Bar and Kitchen'	Charlotte	3.5	186	['Pizza', 'Italian', 'American (New)', 'Seafood', 'Nightlife', 'Cocktail Bars', 'Restaurants', 'Bars']	0.6559139784946236	0.34408602150537637
iyFS4twFjCKfaKl7kUl3sg	164	44	"b""Harry's Grille & Tavern"""	Charlotte	4.0	208	['Restaurants', 'Burgers', 'Cocktail Bars', 'Steakhouses', 'American (Traditional)', 'Nightlife', 'Bars', 'American (New)', 'Pubs', 'Gastropubs', 'Tapas/Small Plates', 'Breakfast & Brunch']	0.7884615384615384	0.21153846153846154
jXHmmircEbhQmZjWDR1xIA	305	101	b'Bistro La Bon'	Charlotte	4.0	406	['Restaurants', 'Breakfast & Brunch', 'Mediterranean']	0.7512315270935961	0.24876847290640394
jYqOPpSmtKbKzf0Z_g-Oyg	118	84	b'Flying Biscuit Cafe- Charlotte'	Charlotte	3.5	202	['Breakfast & Brunch', 'Southern', 'Soul Food', 'Vegetarian', 'Restaurants']	0.5841584158415841	0.4158415841584158
jcasci3gjbsSuTEVzvDQKg	257	83	"b""Mama Ricotta's Restaurant"""	Charlotte	4.0	339	['Restaurants', 'Italian', 'Venues & Event Spaces', 'Event Planning & Services']	0.7581120943952803	0.2448377581120944
k-drEjxKmfqllwfY90STfA	268	157	b'Cantina 1511'	Charlotte	3.5	425	['Bars', 'Restaurants', 'Tex-Mex', 'Nightlife', 'Mexican']	0.6305882352941177	0.36941176470588233
kPfhSK0kcUmOTmC5DEjaDw	162	32	"b""Doan's"""	Charlotte	4.0	194	['Vegetarian', 'Restaurants', 'Asian Fusion', 'Vietnamese']	0.8350515463917526	0.16494845360824742
kfwAKuRFdWKRl42hpsimuQ	147	46	b'The String Bean'	Belmont	4.0	193	['Delis', 'Event Planning & Services', 'Sandwiches', 'Beer', 'Wine & Spirits', 'Food', 'Caterers', 'Grocery', 'Restaurants']	0.7616580310880829	0.23834196891191708
kgmVm_ZbJsJpSye27xccvg	142	45	b'Killingtons Restaurant & Pub'	Huntersville	4.0	187	['Gastropubs', 'American (Traditional)', 'Restaurants']	0.7593582887700535	0.24064171122994651
mC39IrCp36QIVFRZIw9PTQ	289	93	b'Seoul Food Meat Company'	Charlotte	4.0	382	['Chicken Wings', 'Restaurants', 'Korean', 'Asian Fusion', 'Barbeque']	0.756544502617801	0.24345549738219896
mLeAFPQ9fy5pYCTp0xjJkQ	218	70	"b""Razzoo's Cajun Cafe"""	Concord	4.0	288	['Restaurants', 'Cajun/Creole', 'Seafood']	0.7569444444444444	0.24305555555555555
mOMeDQB8NjdBTTzKtikAYg	196	56	b'The Roasting Company'	Charlotte	4.0	251	['Restaurants', 'Chicken Wings', 'Southern']	0.7808764940239044	0.22310756972111553
nEQFnHydeX2A3bRRDAKqQg	105	104	"b""Chuy's"""	Charlotte	3.5	209	['Tex-Mex', 'Mexican', 'Restaurants']	0.5023923444976076	0.49760765550239233
npWIa3dIPEV1MTaZNq6AUA	190	58	b'Firebirds Wood Fired Grill'	Charlotte	4.0	248	['Seafood', 'Bars', 'Restaurants', 'Nightlife', 'American (New)', 'American (Traditional)', 'Wine Bars', 'Steakhouses']	0.7661290322580645	0.23387096774193547
nxz2oOD3sryU5evFAYmmLQ	161	59	"b""Jim 'n Nick's Bar-B-Q"""	Concord	4.0	220	['Restaurants', 'Barbeque', 'Event Planning & Services', 'Caterers']	0.7318181818181818	0.2681818181818182
ny8YcGEViSGKWxo69xfiiA	159	69	"b""Sauceman's"""	Charlotte	4.0	228	['Pizza', 'Sandwiches', 'Barbeque', 'Southern', 'Restaurants']	0.6973684210526315	0.3026315789473684
o5QDrg_kb4hgsWxV6cV_Uw	305	137	b'The Flying Biscuit Cafe - Charlotte'	Charlotte	4.0	441	['Soul Food', 'Restaurants', 'Breakfast & Brunch', 'Vegetarian', 'Southern', 'American (New)']	0.691609977324263	0.31065759637188206
osSwv6CJy5hDKQdOKeyTow	311	129	"b""Ru San's"""	Charlotte	4.0	440	['Restaurants', 'Sushi Bars', 'Japanese']	0.7068181818181818	0.29318181818181815
pldfvm-zM2VU5m9a-j9cMQ	237	23	b'Hazelnuts Creperie'	Charlotte	4.5	260	['Cafes', 'Desserts', 'Food', 'Breakfast & Brunch', 'Creperies', 'Restaurants']	0.9115384615384615	0.08846153846153847
pzy9xWQqsDxVU6j9MktRJg	156	73	b'Azteca Mexican Restaurant'	Charlotte	4.0	228	['Restaurants', 'Mexican']	0.6842105263157895	0.3201754385964912
qWSwDbtJRBvKTiMpH3rNLQ	138	68	b'Deejai Thai'	Charlotte	4.0	206	['Sushi Bars', 'Asian Fusion', 'Thai', 'Restaurants']	0.6699029126213593	0.3300970873786408
rmP7AzV3SAeRWUzbNuqQ5A	188	42	b'131 Main'	Cornelius	4.0	230	['Nightlife', 'Restaurants', 'American (Traditional)', 'Bars']	0.8173913043478261	0.1826086956521739
s6lTNO57vXsfzyYrPfXOvA	231	70	b'Vietnam Grille'	Charlotte	4.0	300	['Restaurants', 'Vietnamese']	0.77	0.23333333333333334
s8OLoPfOpB0FbK5frI3CkQ	162	232	b'The Peculiar Rabbit'	Charlotte	3.0	394	['Gastropubs', 'Asian Fusion', 'British', 'American (New)', 'Restaurants']	0.41116751269035534	0.5888324873096447
sAXy1yJRLllTm5WrJbJGAA	195	64	"b""Del Frisco's Double Eagle Steak House"""	Charlotte	4.0	258	['Restaurants', 'Steakhouses']	0.7558139534883721	0.24806201550387597
sH3UsolKjik01u0HlQ9_0Q	259	85	b'Three Amigos Mexican Restaurant and Cantina'	Charlotte	4.0	344	['Mexican', 'Restaurants']	0.752906976744186	0.24709302325581395
sPwgafejYVdf8hd4-oDYVg	139	43	b'DD Peckers'	Charlotte	4.0	182	['Burgers', 'Cheesesteaks', 'Restaurants', 'Chicken Wings']	0.7637362637362637	0.23626373626373626
t8V_P7ZzRrhDQoqeoGVahQ	203	37	"b""The Cellar At Duckworth's"""	Charlotte	4.5	240	['Nightlife', 'Cocktail Bars', 'Tapas/Small Plates', 'Lounges', 'Tapas Bars', 'Restaurants', 'Gastropubs', 'Bars', 'American (New)']	0.8458333333333333	0.15416666666666667
tCSlpwJQ4CZsUEMZeH2SFg	257	92	b'Cafe Monte'	Charlotte	4.0	349	['Breakfast & Brunch', 'Food', 'Bakeries', 'French', 'Restaurants']	0.7363896848137536	0.2636103151862464
tIiiq23utFKTs1At2bVD6w	148	44	b'Oggi'	Charlotte	4.0	192	['Restaurants', 'Italian']	0.7708333333333334	0.22916666666666666
tInrGCzll4k9hF34Ye1rvQ	252	113	b'Chima  Steakhouse'	Charlotte	4.0	365	['Event Planning & Services', 'Buffets', 'Bars', 'Brazilian', 'Nightlife', 'Venues & Event Spaces', 'Cocktail Bars', 'Vegetarian', 'Restaurants', 'Steakhouses']	0.6904109589041096	0.3095890410958904
tjAeaGdxf7I4xN9M7wGJNQ	191	35	b'Pure Pizza'	Charlotte	4.0	226	['Pizza', 'Food', 'Gluten-Free', 'Farmers Market', 'Restaurants', 'Vegetarian']	0.8451327433628318	0.15486725663716813
trodK1jXLGIn5qjJCooIpQ	169	77	"b""Rooster's at Southpark"""	Charlotte	4.0	245	['American (New)', 'Breakfast & Brunch', 'Southern', 'Restaurants']	0.689795918367347	0.3142857142857143
uDb1lOfDhl_VLmAbYvp-vQ	163	34	"b""Benny Pennello's"""	Charlotte	4.0	197	['Pizza', 'Restaurants', 'Italian', 'Fast Food']	0.8274111675126904	0.17258883248730963
uGzxwS3Q6QuyFw2ZnDvw0w	200	53	b'JackBeagles'	Charlotte	4.0	253	['Restaurants', 'American (Traditional)', 'Bars', 'Nightlife', 'Pubs', 'Breakfast & Brunch']	0.7905138339920948	0.20948616600790515
uM8JeO42ouAP3rdtwCY-OQ	162	33	b'Tenders Fresh Food'	Cornelius	4.0	195	['Restaurants', 'Fast Food', 'Sandwiches']	0.8307692307692308	0.16923076923076924
uejutOD4_-IUaY5cKkpezg	159	23	b'Rush Espresso Cafe and Wine Bar'	Charlotte	4.5	183	['Cafes', 'Nightlife', 'Breakfast & Brunch', 'Wine Bars', 'Food', 'Coffee & Tea', 'Bars', 'Restaurants']	0.8688524590163934	0.12568306010928962
v4HpZFOU3mvIeuHLRSIi7g	143	37	b'Bahn Thai'	Charlotte	4.0	180	['Salad', 'Thai', 'Sushi Bars', 'Restaurants']	0.7944444444444444	0.20555555555555555
vBNM4NEBuO66Hk5yO797eA	148	36	"b""Lupie's Cafe"""	Charlotte	4.0	183	['American (Traditional)', 'Restaurants']	0.8087431693989071	0.19672131147540983
vqG1Z2XpS_PryPsfY0CSng	260	50	b'The Capital Grille'	Charlotte	4.5	311	['Wine Bars', 'Bars', 'American (Traditional)', 'Seafood', 'Steakhouses', 'Nightlife', 'Restaurants']	0.8360128617363344	0.1607717041800643
vxadNrpTY7OHNmWsrEpNnA	116	95	b'Landmark Diner Restaurant'	Charlotte	3.5	211	['Diners', 'Greek', 'Breakfast & Brunch', 'Restaurants', 'Italian']	0.5497630331753555	0.45023696682464454
wArcCMVnrl_tc9MULW-0CQ	296	178	b'Heist Brewery'	Charlotte	3.5	473	['Bars', 'Food', 'Nightlife', 'Cocktail Bars', 'Beer Bar', 'American (New)', 'Breweries', 'Restaurants']	0.6257928118393234	0.3763213530655391
wDfz8ap9xWzj46mtNDcT9A	150	58	"b""Miguel's Restaurants"""	Charlotte	4.0	209	['Restaurants', 'Mexican']	0.7177033492822966	0.27751196172248804
wJnhUJCOYkncLPZAwaMffA	138	69	b'Room 112'	Charlotte	3.5	207	['Soup', 'Asian Fusion', 'Sushi Bars', 'Chinese', 'Restaurants']	0.6666666666666666	0.3333333333333333
wiEQrYSNofc10q7Pm26b0w	159	28	b'The Common Market'	Charlotte	4.5	187	['Food', 'Farmers Market', 'Delis', 'Restaurants']	0.8502673796791443	0.1497326203208556
x0Ec6gz07SBnWrBOQLisiA	146	37	b'Chopt Creative Salad Company'	Charlotte	4.0	183	['American (New)', 'Sandwiches', 'Salad', 'Specialty Food', 'Food', 'Do-It-Yourself Food', 'Restaurants']	0.7978142076502732	0.20218579234972678
y1eeVRfJa22CCpUCeNfrSw	288	166	b'Basil Thai Cuisine'	Charlotte	3.5	454	['Restaurants', 'Vegetarian', 'Seafood', 'Thai']	0.6343612334801763	0.3656387665198238
yMopev-RPxfEXgqkJOvCGA	402	123	b'Cajun Queen'	Charlotte	4.0	526	['Restaurants', 'Breakfast & Brunch', 'Jazz & Blues', 'Cajun/Creole', 'Nightlife', 'Arts & Entertainment']	0.7642585551330798	0.2338403041825095
yWUBX9Pe6pzh1PjVj04UmQ	331	79	"b""Bad Daddy's Burger Bar"""	Charlotte	4.0	410	['Ice Cream & Frozen Yogurt', 'Restaurants', 'Nightlife', 'Bars', 'Fast Food', 'Food', 'Burgers', 'Salad']	0.8073170731707318	0.1926829268292683
yesClkCZlpLGTYZROkx4SA	240	103	b'Krazy Fish'	Charlotte	4.0	343	['Seafood', 'Breakfast & Brunch', 'Vegetarian', 'Asian Fusion', 'Restaurants']	0.6997084548104956	0.30029154518950435
z2Yivr-C0K0H2sLNXvnZyg	189	25	b'Peace -N- Hominy Q Shack'	Belmont	4.5	213	['Southern', 'Shopping', 'Burgers', 'Home & Garden', 'Restaurants', 'Hot Dogs', 'Barbeque', 'American (Traditional)', 'Breakfast & Brunch', 'Appliances']	0.8873239436619719	0.11737089201877934
zFnPRtP7LGvr3sfxvy_dfg	116	109	b'Revolution Ale House'	Charlotte	3.5	225	['Bars', 'Italian', 'Pizza', 'Nightlife', 'Restaurants']	0.5155555555555555	0.48444444444444446
zKacC3jzdl9MJLkczFI6qg	185	34	b'Waldhorn Restaurant'	Pineville	4.5	218	['Beer Bar', 'Restaurants', 'Event Planning & Services', 'Nightlife', 'Wine Bars', 'German', 'Venues & Event Spaces', 'Bars', 'Party & Event Planning']	0.8486238532110092	0.1559633027522936
zMnojW6x-1-nVu0uCd60Ew	127	114	b'Whiskey Warehouse'	Charlotte	3.5	241	['American (New)', 'Pubs', 'Nightlife', 'Restaurants', 'Bars', 'Whiskey Bars']	0.5269709543568465	0.4730290456431535
zaLFPpm-t89qSDOaFVgwDQ	127	147	"b""Bad Daddy's Burger Bar"""	Charlotte	3.0	274	['Burgers', 'Restaurants', 'Bars', 'Nightlife', 'Salad']	0.4635036496350365	0.5364963503649635
